ID,Name,DisplayName,Description,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category
649,"Bullet_ARR_Explosion","爆炸矢","这玩意没有安全爆炸距离。",4,5,1,500,"Bullet"
650,"Bullet_PWS_S","小能量弹","为能量武器提供少量能量。",9,240,30,25,"Bullet"
651,"Tec_Laser_CIT_1","激光-暴击","提高爆头伤害的激光指示器。",4,1,1,2400,"Accessory"
652,"AR_ADAR_Normal","ADAR 2-15","制式武器的民用版本，虽然威力较低，但有着优秀的稳定性和更好的配件支持。",2,1,1,1633,"Weapon"
653,"AR_AUGA1_Normal","StG 77","无托结构设计，短小紧凑后坐力较小，且自带光学瞄准镜。",3,1,1,3658,"Weapon"
654,"AR_AUGA3_Normal","StG 77A3","StG 77的改进型，去掉了光学瞄准镜并提高了配件的支持。",3,1,1,4539,"Weapon"
655,"SMG_MP5_Normal","MP5","高精度，低后座力的制式冲锋枪，相当适合腰射。",4,1,1,5794,"Weapon"
656,"BR_SKS_Normal","SKS-45","结构简单，精度良好的制式步枪。在鸭科夫，威力较大的步枪被称为战斗步枪，即使口径相同也要使用不同的弹药，没人知道理由。",2,1,1,2386,"Weapon"
657,"SHT_TOZ66_Normal","TOZ-66","手动装填的双管霰弹枪，一般用来自卫。",1,1,1,435,"Weapon"
658,"SHT_TOZ106_Normal","TOZ-106","单管霰弹枪，可以弹匣换弹。",1,1,1,547,"Weapon"
659,"AR_VPO136_Normal","VPO-136","基于AK-47设计的半自动民用步枪，可靠性很高。",1,1,1,630,"Weapon"
660,"SmokeGrenade","烟雾弹","制造一团遮挡视野的烟雾。",3,1,1,580,"Explosive"
662,"WeaponPartsLv2","中级武器零件","更高级的枪械零件，能制造更多枪械。",2,5,1,248,"Tool"
663,"WeaponPartsLv3","高级武器零件","顶级枪械零件，很多高端武器必不可少的材料。",4,5,1,669,"Tool"
665,"BP_ADAR","蓝图：ADAR 2-15","用于在工作台研发武器：ADAR 2-15。",2,1,1,50,"Formula"
666,"BP_AUGA1","蓝图：StG 77","用于在工作台研发武器：StG-77。",3,1,1,50,"Formula"
667,"BP_AUGA3","蓝图：StG 77A3","用于在工作台研发武器：StG-77A3。",3,1,1,50,"Formula"
668,"BP_MP5","蓝图：MP5","用于在工作台研发武器：MP5。",3,1,1,50,"Formula"
669,"BP_SKS","蓝图：SKS","用于在工作台研发武器：SKS。",2,1,1,50,"Formula"
670,"BP_TOZ66","蓝图：TOZ-66","用于在工作台研发武器：TOZ-66。",1,1,1,50,"Formula"
671,"BP_TOZ106","蓝图：TOZ-106","用于在工作台研发武器：TOZ-106。",1,1,1,50,"Formula"
672,"BP_VPO136","蓝图：VPO-136","用于在工作台研发武器：VPO-136。",1,1,1,50,"Formula"
675,"BP_Bullet_BR_Normal","蓝图：普通重型弹","用于制造：L-普通弹。",2,1,1,50,"Formula"
676,"BP_Bullet_SNP_Normal","蓝图：普通狙击弹","用于制造：普通狙击弹。",9,1,1,50,"Formula"
677,"BP_Bullet_SHT_Normal","蓝图：普通霰弹","用于制造：普通霰弹。",9,1,1,50,"Formula"
678,"BP_Bullet_MAG_Normal","蓝图：MAG-普通弹","用于制造：普通反器材弹。",9,1,1,50,"Formula"
679,"HeadsetLV1","耳机","能够提高听觉灵敏度，可以听到声音来自于哪个方向。",2,1,1,680,"Headset"
680,"BR_VSS_Normal","VSS","自带消声器和光学瞄准镜，适合用来偷袭老同志，缺点是射程相对有限。",5,1,1,16741,"Weapon"
681,"AR_ASVAL_Normal","AS Val","自带消音器的特种步枪，射速快，精度高但载弹量有限。",5,1,1,10648,"Weapon"
682,"AR_DTMDR556_Normal","DT MDR-556","还在测试阶段的制式步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黄色的外壳绑定在了一起。",4,1,1,7354,"Weapon"
683,"BR_DTMDR762_Normal","DT MDR-762","还在测试阶段的制式战斗步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黑色的外壳绑定在了一起。",5,1,1,14099,"Weapon"
688,"Bullet_SMG_Piercing2","S-低级穿甲弹","能够穿透低级护甲的防护的轻型弹。",999,240,30,15,"Bullet"
689,"Bullet_SMG_Piercing4","S-中级穿甲弹","能够穿透中级护甲的防护的轻型弹。",999,240,30,49,"Bullet"
690,"Bullet_SMG_Piercing6","S-高级穿甲弹","能够穿透高级护甲的防护的轻型弹。",999,240,30,140,"Bullet"
691,"Bullet_SMG_Break","S-特种弹","能够大幅消耗护甲耐久的轻型弹，虽然穿甲能力很低，但可以快速击碎敌人的护甲，使他失去护甲防护，并造成比普通子弹更高的伤害。",5,240,30,140,"Bullet"
692,"Bullet_AR_Piercing2","AR-低级穿甲弹","能够穿透低级护甲的防护的步枪弹。",999,180,30,21,"Bullet"
693,"Bullet_AR_Piercing4","AR-中级穿甲弹","能够穿透中级护甲的防护的步枪弹。",999,180,30,70,"Bullet"
694,"Bullet_AR_Piercing6","AR-特种穿甲弹","能够穿透几乎所有护甲的防护的步枪弹，造成的伤害也更高。",5,180,30,200,"Bullet"
695,"Bullet_AR_Break","AR-碎甲弹","能够大幅消耗护甲耐久的步枪弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,180,30,33,"Bullet"
696,"Bullet_BR_Piercing2","L-低级穿甲弹","能够穿透低级护甲的防护的重型弹。",999,180,30,37,"Bullet"
697,"Bullet_BR_Piercing4","L-中级穿甲弹","能够穿透中级护甲的防护的重型弹。",999,180,30,123,"Bullet"
698,"Bullet_BR_Piercing6","L-特种穿甲弹","能够穿透几乎所有护甲的防护的重型弹，造成的伤害与爆头伤害也更高。",5,180,30,350,"Bullet"
699,"Bullet_BR_Break","L-碎甲弹","能够大幅消耗护甲耐久的重型弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,180,30,58,"Bullet"
700,"Bullet_SNP_Piercing2","穿甲狙击弹","能够穿透低级护甲的防护的狙击弹。",3,30,10,105,"Bullet"
701,"Bullet_SNP_Piercing4","高级穿甲狙击弹","能够穿透中级护甲的防护的狙击弹。",4,30,10,350,"Bullet"
702,"Bullet_SNP_Piercing6","特种穿甲狙击弹","能够穿透几乎所有护甲的防护的狙击弹，造成的爆头伤害也更高。",5,30,10,1000,"Bullet"
703,"Bullet_SNP_Break","碎甲狙击弹","能够大幅消耗护甲耐久的狙击弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,30,10,165,"Bullet"
704,"Bullet_SHT_Piercing2","低级穿甲霰弹","能够穿透低级护甲的防护的霰弹。",999,80,20,63,"Bullet"
705,"Bullet_SHT_Piercing4","中级穿甲霰弹","能够穿透中级护甲的防护的霰弹。",999,80,20,210,"Bullet"
706,"Bullet_SHT_Piercing6","高级穿甲霰弹","能够穿透高级护甲的防护的霰弹。",999,80,20,600,"Bullet"
707,"Bullet_SHT_Break","特种霰弹","对肉体能造成大量伤害的霰弹，也非常容易使命中的敌人流血，但没有穿透护甲的能力。",5,80,8,600,"Bullet"
708,"Bullet_MAG_Piercing2","MAG-穿甲弹","能够穿透低级护甲的防护的马格南弹药。",3,24,8,168,"Bullet"
709,"Bullet_MAG_Piercing4","MAG-高级穿甲弹","能够穿透中级护甲的防护的马格南弹药。",4,24,8,560,"Bullet"
710,"Bullet_MAG_Piercing6","MAG-特种穿甲弹","能够穿透几乎所有护甲的防护的马格南弹药，造成的伤害与爆头伤害也更高。",5,24,8,1600,"Bullet"
711,"Bullet_MAG_Break","MAG-碎甲弹","能够大幅消耗护甲耐久的马格南弹药，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。",999,24,8,264,"Bullet"
712,"Muzzle_PST_DAM_1","手枪增伤枪口","大幅提高枪械伤害的手枪枪口，但会损失少量后坐力控制。",3,1,1,1100,"Accessory"
713,"Muzzle_SMG_DAM_1","冲锋枪增伤枪口","大幅提高枪械伤害的冲锋枪枪口，但会损失少量后坐力控制。",3,1,1,1100,"Accessory"
714,"Muzzle_AR_DAM_1","步枪增伤枪口","大幅提高枪械伤害的步枪枪口，但会损失少量后坐力控制。",3,1,1,1100,"Accessory"
715,"Muzzle_SNP_DAM_1","狙击枪增伤枪口","大幅提高枪械伤害的狙击枪枪口，但会损失少量后坐力控制。",3,1,1,1100,"Accessory"
716,"Muzzle_SHT_DAM_1","霰弹枪增伤枪口","大幅提高枪械伤害的霰弹枪枪口，但会损失少量后坐力控制。",3,1,1,1100,"Accessory"
717,"Stock_SMG_SCA_4","冲锋枪腰射枪托II","极大幅加强腰射散布控制的冲锋枪枪托。",999,1,1,1,"Accessory"
718,"NightVisionGoggles","GPNVG-18夜视仪","视野很好的夜视仪。看起来像白天一样。",5,1,1,4725,"FaceMask"
719,"ThermalVisionGoggles","T-7热成像目镜","这玩意凭啥这么贵？",6,1,1,38900,"FaceMask"
733,"SMG_MP7_Electric","带电MP7","缠了节电池的MP7，发射的子弹为电属性。真是震撼人心的鸭星科技啊！",9,1,1,6512,"Weapon"
734,"SMG_PP19Bizon_Normal","Bizon-2","使用螺旋弹匣，载弹量相当大，非常适合用于火力压制。",3,1,1,3353,"Weapon"
735,"SMG_PPSH_Normal","PPSh","非常均衡的制式冲锋枪。",2,1,1,2214,"Weapon"
736,"SMG_SR3M_Normal","SR-3M","换弹速度快，持续伤害能力相当不错的制式冲锋枪，但射程相对有限。常见的版本自带消音器，但这把好像卸了。",3,1,1,3851,"Weapon"
737,"SMG_Vector9_Normal","Vector","使用特殊设计，在保证射速和威力的同时，提高了后坐力控制与稳定性。",3,1,1,4174,"Weapon"
738,"Formula_FirstAidKit_M","配方：急救箱","在医疗站制造急救箱的配方。",99,1,1,200,"Formula"
740,"WhiteGown","白大褂","J-LAB研究人员穿的白大褂。",9,1,1,100,"Armor"
741,"Glass","黑色眼镜","看起来很有学问。",2,1,1,130,"FaceMask"
742,"GlassShiny","闪光的眼镜","散发着反派的气质。",4,1,1,1200,"FaceMask"
743,"fiber","有机纤维","很结实的纤维线，可以用来制作很多东西。",2,10,1,194,"Tool"
744,"SunGlass","太阳镜","金边太阳镜，浮夸。",4,1,1,1200,"FaceMask"
745,"Quest_Letter_LifeSupportClue","维生系统线索","线人留下的维生系统线索，字迹有些潦草，感觉只有杰夫能看得懂。",2,1,1,1,"Quest"
746,"Marker","标记器","持续发射坐标的装置，采用蛋清及太阳能双重供电模式，据说续航能达到1万年。",2,1,1,292,"Electric"
747,"Quest_AirCirculationUnit","空气循环单元","飞船维生系统的重要组成部分。",6,1,1,1,"Quest"
748,"ComputingUnit","高性能计算单元","算力高达1EFLOPS。",6,1,1,80000,"Special"
749,"BP_ComputingUnit","蓝图：高性能计算单元","用于研发高性能计算单元。",0,1,1,50,"Formula"
750,"Quest_HugeMotherBoard","大型主板","可以发挥高性能计算单元的全部性能。",6,1,1,285,"Quest"
751,"Quest_DogCollar","爱狗的项圈","上面好像还残留了一些血迹。",9999,1,1,50,"Quest"
753,"Quest_Blueprint_Thrusters_Encrypted","飞船推进器图纸（加密）","非常复杂，不是专业人士完全看不懂。",6,1,1,100,"Quest"
754,"Key_Card_JLabLv1","J-Lab一级凭证","J-Lab实验人员持有的一次性凭证，只能进入最外围的区域。",3,1,1,2000,"SpecialKey"
755,"Key_Card_JLabLv2","J-Lab二级凭证","可以进入实验室的核心区域的一次性凭证。",7,1,1,15000,"SpecialKey"
756,"Key_Card_JLabLv3","J-Lab三级凭证","拥有实验室最高权限的一次性凭证，可以进入实验室的机密区域。",9,1,1,50000,"SpecialKey"
757,"Quest_ResearchDocument_Thrusters","矢量推进器研究日志","记录了矢量推进器实验进程，其中并没有写明实验结果，也没有看到推进器的图纸，但其余内容写的非常详细，让人觉得这人的记性不太好。",2,1,1,1,"Quest"
758,"Key_Eyeball_Jlab","矿长的虹膜信息","因为头没有被打爆，所以完好的保存了下来。",3,1,1,300,"Special"
759,"Key_ThrusterResearcherHome","工棚钥匙","用来打开建筑工地工棚的钥匙。",3,1,1,101,"Key"
760,"Quest_Blueprint_NavigationSystem","导航系统图纸","飞船导航系统的图纸。",6,1,1,100,"Quest"
761,"Quest_StarMap1","星图","宇宙星图，但并不完整。",2,1,1,1,"Quest"
762,"Quest_StarMap2","星图碎片Part2","宇宙星图，但并不完整。",2,1,1,1,"Quest"
763,"Quest_StarMap3","星图碎片Part3","宇宙星图，但并不完整。",2,1,1,1,"Quest"
764,"Plastics","聚乙烯片","很难降解的塑料碎片。",1,10,1,21,"Tool"
765,"DuctTape","胶带","胶带，用途广泛。",1,1,1,84,"Daily"
766,"Quest_Blueprint_DefenceShield_BlackMarket","宇宙级防御力场蓝图（加密）","超绝防护力，星际旅行必备！",6,1,1,500,"Quest"
767,"TransformDevice","能量重塑装置","能够重塑蛋清能量的特殊装置，原理不明，来源不明。",999,1,1,500,"Special"
768,"EnergyBall","能源球","重塑后更容易被利用的蛋清能源，能量巨大，性质稳定。",999,6,1,2500,"Special"
769,"EggWhiteEnergyPieces","蛋清能源碎片","从裂缝中溢出的物质，蕴含着巨大的能量，但很难直接利用。",2,10,1,120,"Special"
772,"PoliceStick","警棍","守卫用的警棍。",1,1,1,175,"Weapon"
774,"Quest_Blueprint_ComputingUnit_Encrypted","高性能计算单元蓝图（加密）","用以开发高性能计算单元的蓝图，但被算法加密了，看不太懂。",6,1,1,100,"Quest"
775,"Quest_Power_ComputingUnit","5000w电源","电源侧面印了一个大大的红星。",5,1,1,1,"Quest"
776,"Muzzle_SHT_SIL_1","霰弹枪重型消音器","降低开枪时声响并提高散布控制的霰弹枪枪口，但会损失移动速度。",4,1,1,2400,"Accessory"
777,"Stock_SNP_MOV_1","狙击枪快速枪托","大幅提高瞄准速度与机动性的狙击枪枪托。",999,1,1,1100,"Accessory"
778,"Quest_Cooling_ComputingUnit","大型散热器","拥有巨大的散热鳍片以及风扇，但好像只有两根热管。",5,1,1,1,"Quest"
779,"Key_Farm_JLabStaffHome","家门钥匙01","不知道是谁的家。",2,1,1,200,"Key"
780,"Sniper_M700_Normal","M700","被广泛运用的狙击步枪。",4,1,1,8767,"Weapon"
781,"Sniper_Mosin_Normal","Mosin-Nagant","经典耐用的狙击步枪，爆头伤害非常高。",4,1,1,7993,"Weapon"
782,"Sniper_SV98_Normal","SV98","各方面都非常优秀的狙击步枪，射程上更是相当突出。",5,1,1,13909,"Weapon"
783,"PST_TT33_Normal","TT-33","各方面性能都非常一般的制式手枪，但由于结构相当简单，所以价格相当便宜。",0,1,1,80,"Weapon"
784,"PST_PM_Normal","PM","轻巧便携的制式手枪。",1,1,1,241,"Weapon"
785,"MAG_Desert_Normal","沙漠之鹰","虽然是手枪的尺寸用的也是手枪的配件，但使用大威力的马格南弹药。",4,1,1,8620,"Weapon"
786,"BR_M1A_Normal","M1A","M14的民用版本，射程远、精度高，但重量也较高。",4,1,1,8450,"Weapon"
787,"BR_M14_Normal","M14","制式精准战斗步枪，虽然是半自动，但有很高的射速上限。",5,1,1,11854,"Weapon"
788,"AR_MCXSpear_Normal","MCX Spear","自带火控系统的战斗步枪，除了贵，很难找到缺点。",6,1,1,19826,"Weapon"
790,"ArmorLV1Fire","一级防火服","强化了防火性能的护甲，虽然对于子弹的防护能力提升不多，但可以大幅降低受到的火伤害。",999,1,1,575,"Armor"
791,"Jacket","皮夹克","用坚固的皮革制作，虽然是民用的衣服，但足够防护一些劣等子弹。",999,1,1,155,"Armor"
793,"Formula_Injection_A","配方：黄针","可以大幅提高移动速度的针剂的配方。",3,1,1,50,"Formula"
794,"Formula_Injection_Weight","配方：负重针","可以大幅提高负重的针剂的配方。",3,1,1,50,"Formula"
795,"Key_HiddenWarehouse_RBHouse","民房钥匙","仓库区某处民房的钥匙。",2,1,1,220,"Key"
796,"BP_ThermalVisionGoggles","蓝图：T-7热成像目镜","用于制造T-7热成像目镜的蓝图。",6,1,1,50,"Formula"
797,"Injection_StoneSkin","硬化针","使毛发与皮肤变硬，身体护甲提高0.25，持续120秒。",3,3,1,648,"Injector"
798,"Injection_Stamina","持久针","提高耐力回复并降低耐力消耗，但会加快水分的消耗，持续120秒。",3,3,1,648,"Injector"
799,"UVBulb2","紫外灯","可以发射紫外线的灯，一定程度上可以代替太阳光。",2,3,1,761,"Tool"
800,"Injection_MeleeDamage","近战针","大幅提高近战伤害，但持续时间很短，效用过了还会萎靡一段时间。",3,3,1,670,"Injector"
801,"Key_Card_Yellow","J-Lab门禁卡（黄）","可以进入J-Lab中的特殊区域。",7,1,1,123000,"Key"
802,"Key_Card_Red","J-Lab门禁卡（红）","可以进入J-Lab中的特殊区域。",7,1,1,202000,"Key"
803,"Key_Card_Green","J-Lab门禁卡（绿）","可以进入J-Lab中的特殊区域。",7,1,1,161300,"Key"
804,"Key_Card_Blue","J-Lab门禁卡（蓝）","可以进入J-Lab中的特殊区域。",7,1,1,135200,"Key"
805,"BP_VSS","蓝图：VSS","用于在工作台研发武器：VSS。",5,1,1,50,"Formula"
806,"BP_ASVAL","蓝图：AS Val","用于在工作台研发武器：AS Val。",5,1,1,50,"Formula"
807,"BP_DTMDR556","蓝图：DT MDR-556","用于在工作台研发武器：DT MDR-556。",4,1,1,50,"Formula"
808,"BP_DTMDR762","蓝图：DT MDR-762","用于在工作台研发武器：DT MDR-762。",5,1,1,50,"Formula"
809,"BP_MP7_Electric","蓝图：带电MP7","用于在工作台研发武器：带电MP7。",5,1,1,50,"Formula"
810,"BP_PP19Bizon","蓝图：Bizon-2","用于在工作台研发武器：Bizon-2。",3,1,1,50,"Formula"
811,"BP_PPSH","蓝图：PPSh","用于在工作台研发武器：PPSh。",2,1,1,50,"Formula"
812,"BP_SR3M","蓝图：SR-3M","用于在工作台研发武器：SR-3M。",3,1,1,50,"Formula"
813,"BP_Vector9","蓝图：Vector","用于在工作台研发武器：Vector。",3,1,1,50,"Formula"
814,"BP_M700","蓝图：M700","用于在工作台研发武器：M700。",4,1,1,50,"Formula"
815,"BP_Mosin","蓝图：Mosin-Nagant","用于在工作台研发武器：Mosin-Nagant。",4,1,1,50,"Formula"
816,"BP_SV98","蓝图：SV98","用于在工作台研发武器：SV98。",5,1,1,50,"Formula"
817,"BP_TT33","蓝图：TT-33","用于在工作台研发武器：TT-33。",0,1,1,50,"Formula"
818,"BP_PM","蓝图：PM","用于在工作台研发武器：PM。",1,1,1,50,"Formula"
819,"BP_Desert","蓝图：沙漠之鹰","用于在工作台研发武器：沙漠之鹰。",4,1,1,50,"Formula"
820,"BP_M1A","蓝图：M1A","用于在工作台研发武器：M1A。",4,1,1,50,"Formula"
821,"BP_M14","蓝图：M14","用于在工作台研发武器：M14。",5,1,1,50,"Formula"
822,"BP_MCXSpear","蓝图：MCX Spear","用于在工作台研发武器：MCX Spear。",6,1,1,50,"Formula"
823,"Quest_BlueprintPieces_MF_1","MF蓝图碎片1","用于研发步枪：MF的蓝图碎片。",4,1,1,50,"Quest"
824,"Quest_BlueprintPieces_MF_2","MF蓝图碎片2","用于研发步枪：MF的蓝图碎片。",4,1,1,50,"Quest"
825,"Quest_BlueprintPieces_MF_3","MF蓝图碎片3","用于研发步枪：MF的蓝图碎片。",4,1,1,50,"Quest"
826,"Key_Card_ SouthFactory","南厂区钥匙卡","南厂区员工的门禁卡。",4,1,1,3987,"Key"
827,"Key_MysteryX","神秘钥匙X","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母X。",6,1,1,151675,"SpecialKey"
828,"Key_MysteryO","神秘钥匙O","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母O。",6,1,1,253228,"SpecialKey"
829,"Key_MysteryZ","神秘Z钥匙","一把神秘的钥匙，上面刻着奇怪的符号，看上去像字母Z。",9,1,1,500,"SpecialKey"
830,"BP_NightVisionGoggles","蓝图：夜视仪","用于制造夜视仪的蓝图。",5,1,1,50,"Formula"
831,"Key_Farm_SuperMarketSmallRoom","超市隔间钥匙","农场镇超市中小隔间的钥匙。",4,1,1,1688,"Key"
832,"Key_Farm_RestaurantSmallRoom","餐厅隔间钥匙","农场镇餐厅中小隔间的钥匙。",3,1,1,801,"Key"
833,"UniversalGlueA","万能胶A","能够粘合一切的胶水，但需要与万能胶B配合使用才能发挥效用。",3,1,1,844,"Daily"
834,"UniversalGlueB","万能胶B","能够粘合一切的胶水，但需要与万能胶A配合使用才能发挥效用。",3,1,1,826,"Daily"
835,"Quest_DeliverBox_DestoryOnBase","快递","赶紧送到收货人那！可别带回基地了！",1,1,1,1,"Quest"
836,"KeyRing","钥匙包","可以放八把钥匙。",5,1,1,13964,"Continer"
837,"Magazine_BR_ADS_1","BR快速弹匣I","提高瞄准速度的BR弹匣。",2,1,1,500,"Accessory"
838,"Magazine_BR_ADS_2","BR快速弹匣II","大幅提高瞄准速度的BR弹匣。",3,1,1,1100,"Accessory"
839,"Magazine_BR_CAP_1","BR扩容弹匣I","提高枪械载弹量的BR弹匣。",2,1,1,500,"Accessory"
840,"Magazine_BR_CAP_2","BR扩容弹鼓II","大幅提高枪械载弹量的BR弹匣。",3,1,1,1100,"Accessory"
841,"Xing","麻布头套","说是头套，其实是个麻袋，有人在上面写了个大大的“兴”字。",2,1,1,600,"FaceMask"
842,"Formula_UVBulb2","配方：紫外灯","在工作台制作紫外灯的配方。",99,1,1,0,"Formula"
843,"Formula_Drum1","配方：红色大桶","在工作台制作红色大桶的配方。",99,1,1,0,"Formula"
844,"Formula_Drum2","配方：蓝色大桶","在工作台制作蓝色大桶的配方。",99,1,1,0,"Formula"
845,"Formula_Drum3","配方：黄色大桶","在工作台制作黄色大桶的配方。",99,1,1,0,"Formula"
846,"Formula_Drum4","配方：金属油桶","在工作台制作金属大桶的配方。",99,1,1,0,"Formula"
848,"Blindfold","遮眼布","以眼盲，换明心。",4,1,1,4399,"FaceMask"
849,"BoatTicket","船票","往返于零号区下水道与农场镇码头的船票。",4,1,1,5000,"SpecialKey"
850,"Bullet_Enemy_Piercing1","*Item_Bullet_Enemy_Piercing1*","*Item_Bullet_Enemy_Piercing1_Desc*",1,180,30,4,"Bullet"
851,"Bullet_Enemy_Piercing2","*Item_Bullet_Enemy_Piercing2*","*Item_Bullet_Enemy_Piercing2_Desc*",2,180,30,4,"Bullet"
852,"Bullet_Enemy_Piercing3","*Item_Bullet_Enemy_Piercing3*","*Item_Bullet_Enemy_Piercing3_Desc*",3,180,30,4,"Bullet"
853,"Bullet_Enemy_Piercing4","*Item_Bullet_Enemy_Piercing4*","*Item_Bullet_Enemy_Piercing4_Desc*",4,180,30,4,"Bullet"
854,"Bullet_Enemy_Piercing5","*Item_Bullet_Enemy_Piercing5*","*Item_Bullet_Enemy_Piercing5_Desc*",5,180,30,4,"Bullet"
855,"Bullet_Enemy_Piercing6","*Item_Bullet_Enemy_Piercing6*","*Item_Bullet_Enemy_Piercing6_Desc*",6,180,30,4,"Bullet"
856,"Injection_StormProtection1","弱效空间风暴防护针","可以抵御风暴早期扰动的针剂，持续120秒，配合防护装备使用，则可以抵御风暴。",4,3,1,2359,"Injector"
857,"Injection_StormProtection2","测试用空间风暴防护针","测试用的强效空间针剂，可以抵抗扭曲，持续120秒。",999,3,1,26555,"Injector"
858,"ArmorLV4StormProtection","空间防护服","经过J-Lab特殊改造的衣服，单独穿着就可以抵抗空间扰动，如果凑成一套，甚至可以抵抗空间扭曲。",5,1,1,6636,"Armor"
